Wallet,Age_Days,Days_Active,Total_Tx,Avg_Tx_Day,max_addresses,addr_nghbor,Tokens_Traded,Token_Counterparties,SOL_Counterparties,SOL_In,SOL_Out,Net_SOL_Transfer,SOL_Balance,USD_In,USD_Out,USD Balance,Gas_Paid_By_Others,Gap_Top4_Hrs,Gap_Others_Hrs,owner,days_since_last_sig
7yrZNDKmoWVXkJacvUs2FQQHAk9QtTTcJPtsLiCWWAi6,372,21,125.0,5.95,28,13,1,0,3,788.6,788.6,0.0,0.0,0.0,1086.31,0.0,1.25,0.96,0.0,wallet,19
FXyHca6a49in8DJxuTrbhTZWv66BFKVTehdC5L9Jh54v,921,30,99.0,3.3,22,30,1,0,5,1811.0,1811.0,0.0,0.0,0.0,4800.75,0.0,1.3943661971830985,21972.91,0.0,wallet,6
EuVZhEZV14vkCgPUWuRTByTR7FR5yPtb3fn1rpPHCKqf,11,7,57.0,8.14,10,5,1,0,6,1040.9,1040.9,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,unknown,0
7WDbThAyCrXnoxydTHoCs2aC1VB6hunC1tYmpDXc3ioF,87,10,63.0,6.3,11,5,1,0,8,177.6,177.6,0.0,0.0,0.0,5312.0,0.0,1.2115384615384617,1247.16,0.0,wallet,0
8Bez4Sgg1gb9AnCYV4zH8PmYzj3e9kG3quf927C6Su7q,127,23,85.0,3.7,22,32,0,0,35,450.6,450.6,0.0,0.01,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,wallet,7
6PzotP6zfPHzq5eT3MxKRXFvtEtcQkrvviWkcy8aojPB,305,74,353.0,4.77,22,23,0,0,4,916.5,916.5,0.0,0.0,0.0,0.0,0.0,1.3422053231939164,0.0,0.0,wallet,3
BRVj5DrUWiS52szqMfpmptGykeAxnKLtTFgGuYYU46JW,496,87,564.0,6.48,23,9,0,0,9,2318.5,2318.5,0.0,0.0,0.0,0.0,0.0,1.2789115646258504,0.0,0.0,wallet,0
4wgJEBc8Ao12hKu5YmhrFKtvqtg3titAZSfAUmZuMSEk,1419,2,4.0,2.0,3,3,0,0,2,202.8,202.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1140
7oHvv5ijREiTfaLdL4zDCeEjeUQRNNmR1DR6SHqpJX3X,678,45,195.0,4.33,22,7,0,0,15,298.1,298.1,0.0,0.0,0.0,0.0,0.0,1.3448275862068966,0.0,0.0,wallet,14
5yn31F7Wx17nCfCNqTyvDFikhL5N5Cay7qo8jbNATP4P,289,57,286.0,5.02,23,22,0,0,12,1094.9,1094.9,0.0,0.0,0.0,0.0,0.0,1.3427230046948355,0.0,0.0,wallet,2
EtgfhviPiK5NVjWE5V6hQaD83MxnUatkTnSYKc8cd2EQ,188,66,248.0,3.76,22,14,0,0,23,399.5,399.5,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,wallet,0
4FWDyuaPGtB495pmJa69jVScy5LxWw92MgBUGSbZ9ji5,111,11,34.0,3.09,20,7,0,0,5,380.4,380.4,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,wallet,15
75XAf3AUpSrTqSa9qFjG8rhfuwmQnFG9DyxwgGaZDSUb,855,11,63.0,5.73,22,11,0,0,8,128.0,128.0,0.0,0.0,0.0,0.0,0.0,1.1454545454545455,0.0,0.0,unknown,16
5p2QFRHmj8ZvSniHRwxG4faNvjiAbnKdB5YUYyb8PYAF,550,57,137.0,2.4,22,7,0,0,14,137.0,137.0,0.0,0.0,0.0,0.0,0.0,1.2342342342342345,0.0,0.0,unknown,0
D9ipHiUXWezPH1UeB1J2RZLyK8RCjovJ6KSTD3BF8bbh,606,14,72.0,5.14,22,10,0,0,17,102.4,102.4,0.0,0.0,0.0,0.0,0.0,1.2203389830508475,0.0,0.0,wallet,17
EC3sVMjGXaLtbbMva3zeMjNqyCXMRixPD6qXHJMKvDig,349,16,107.0,6.69,22,15,0,0,15,124.0,124.0,0.0,0.0,0.0,0.0,0.0,1.244186046511628,0.0,0.0,wallet,234
2wMFy7gCtvjt4aMCLDR5AY5e2oPQKqui2WFjtFZJgDot,77,3,38.0,12.67,22,5,0,0,6,1907.8,1907.8,0.0,0.0,0.0,0.0,0.0,1.1875,0.0,0.0,unknown,77
7h2eekyh1YZsu4jhmweBb7jeoT9yA23qFgtNpn3kqnze,214,11,94.0,8.55,22,8,0,0,5,197.4,197.4,0.0,0.0,0.0,0.0,0.0,1.2207792207792207,0.0,0.0,wallet,13
2Dgib6hu3V2A7HZZVSyiE7eCfnbqUHPrfPQ7aGuxg5ok,41,10,53.0,5.3,21,4,0,0,5,107.6,107.6,0.0,0.0,0.0,0.0,0.0,1.7096774193548387,0.0,0.0,wallet,3
AgqCgkFyxskDivaBgEH9ESRHReRtNNsdQCHiqzYobkBn,14,6,79.0,13.17,21,3,0,0,5,472.0,472.0,0.0,0.0,0.0,0.0,0.0,1.1285714285714286,0.0,0.0,wallet,4
4hvYFGZEPETbgV66F6jQrXv3i9DaVMoGi76YjcPrVTjU,494,83,439.0,5.29,23,34,0,0,8,2296.3,2296.3,0.0,0.0,0.0,0.0,0.0,1.3980891719745223,0.0,0.0,wallet,1
GVghhXDyAzhG2rHoGUs5YLkQhVfw54msMVWAhnqEfHF4,82,14,57.0,4.07,22,12,0,0,19,10282.9,10282.9,0.0,946.88,0.0,0.0,0.0,1.425,0.0,0.0,wallet,5
Cj5fm7Nc15b2GDqoix13rEMJ1mWoRsV5uVUSSv9C8T6M,374,1,18.0,18.0,12,3,0,0,3,604.4,604.4,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,unknown,375
9EuJ9gSoGkirGv82WZpfKTfz2VAQNkntop9mTJL9qN5b,374,1,13.0,13.0,12,3,0,0,3,602.2,602.2,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,unknown,375
3hXBLwd1ag6sK4atherBUnQT5QQz97dpE92c4Smt4rQi,374,1,16.0,16.0,22,3,0,0,4,602.0,602.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,wallet,375
79AHC23xmppEpiNMpLiHdMD8J4r9nTgDzAEEVnFEeF9p,374,1,15.0,15.0,12,3,0,0,4,602.0,602.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0.0,0.0,unknown,375
EGB1RfXtafKjGzTGjDqy38ccCNUL7y9K7M1H722VP6jp,374,1,15.0,15.0,22,3,0,0,3,598.0,598.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0.0,0.0,wallet,375
CDLFhZ2WoTfUo3VnrYtxb3K7KpYvqCrU6pjEzx5ZXUsC,374,1,18.0,18.0,12,3,0,0,3,597.8,597.8,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,unknown,375
7dDXEvzH58H34ZcBa2YM3WaLZuW1ZNKTpf4oPcWYhZSM,374,1,16.0,16.0,22,3,0,0,3,596.0,596.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,wallet,375
Dq7v89mYU7ytXvpWymQv8i4VkDYDk9r3BF1F7FqCve6m,374,1,16.0,16.0,12,3,0,0,3,592.0,592.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,unknown,375
9tiVTo3r6RWxKUA3LuvBx3iSCGGjaMMRRaCsZ1MdP7wg,355,9,108.0,12.0,22,13,0,0,12,683.4,683.4,0.0,0.0,0.0,0.0,0.0,1.2134831460674158,0.0,0.0,wallet,229
3Mk3M6GD6v1SRvTKve23iH6Ehnum2G8jguf5XxayZYG1,591,7,25.0,3.57,24,5,0,0,4,107.2,107.2,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.0,0.0,wallet,14
AVzHpTfKVKuWz3RHoQGvNPTPqPqL1sZa58pv3PXkaC7e,279,59,335.0,5.68,22,18,0,0,8,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,1.4823008849557522,0.0,0.0,wallet,-1
DxjGz9B5eWKbRWBAUVCvJ3oZC7viMbyXiA3oLWbDXdC4,378,11,51.0,4.64,22,5,0,0,5,170.2,170.2,0.0,0.0,0.0,0.0,0.0,1.3783783783783785,0.0,0.0,wallet,1
3fTL1KicZzXWCEMsWbpkFnBh3rY46mTsfJHrUSGwUyR6,629,102,343.0,3.36,22,6,0,0,6,2976.1,2976.1,0.0,0.0,0.0,0.0,0.0,1.4533898305084745,0.0,0.0,wallet,0
4XaHdFJVaKHGd55jytbcKBWsWxkbggBqdgL3PaAPpkz9,143,9,31.0,3.44,20,10,0,0,7,112.2,112.2,0.0,0.0,0.0,0.0,0.0,1.3478260869565215,0.0,0.0,wallet,19
2mnxyxrzTaNKrNGcVbHmNWVTFgb7F7H8fSBs8WNNxvxi,28,6,28.0,4.67,22,4,0,0,5,308.5,308.5,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,wallet,10
CCEXfEvjoXG3KfyHJkMSUSFJjRdhj8BZDbEYHZYwY2ND,1044,1,2.0,2.0,3,3,0,0,2,260.0,260.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1045
HGRtosiVadioquNey5k9WwuSgVmjrnDftwkRo9n8GWcK,1043,1,2.0,2.0,3,3,0,0,2,258.0,258.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1044
7D9fxmyfANUmtFwtRjdbE8oohiLx9sKsNMWUiKFf6dZB,1054,1,2.0,2.0,3,3,0,0,2,255.0,255.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1055
822QNJ9VZiqTLTt5Xqri4yqAxZnzWaYevJJYCktLFbV4,374,1,12.0,12.0,12,3,0,0,4,425.6,425.6,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,unknown,375
DzVy36oDF8qXaGFu5VRqYwD4KVZdwSn3s64d2G5D3Cww,201,19,56.0,2.95,3,4,0,0,4,290.6,290.6,0.0,0.0,0.0,0.0,0.0,3.733333333333333,0.0,0.0,unknown,154
3E84bNs4fdHC7XwVuArrxHQBpZRM2AnmCE8mjN23ADod,1093,5,10.0,2.0,3,8,0,0,7,1686.4,1686.4,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,unknown,1044
7P3oXMSCG1b8382s4AT7i3nsWkzdqLXWSREgDXxUb7TJ,1,1,3.0,3.0,7,3,0,0,3,387.8,387.8,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,wallet,2
HX9SDnDLq248NaEVCiG59RTzMXQSAQCJaqgdbg7113ZR,402,14,53.0,3.79,22,4,0,0,6,2552.5,2552.5,0.0,2360.19,0.0,0.0,0.0,1.0,0.0,0.0,wallet,25
G4RXWGn3u8dxxsjRnJuN7HT4bNecHox1avY1tEA3zcbY,1054,5,12.0,2.4,3,7,0,0,7,1535.3,1535.3,0.0,0.02,0.0,0.0,0.0,2.4,0.0,0.0,wallet,1043
6BQP6iaUZ31222zo5T8DnQZk25ENotHgoLKe6rsm4SVP,42,8,46.0,5.75,22,10,0,0,15,449.0,449.0,0.0,86.84,0.0,0.0,0.0,1.0952380952380951,0.0,0.0,wallet,5
Bhy7cJmy3YsK9U5Hwbxt9BVihwys4HSCHhn8qzBm293v,4,1,4.0,4.0,7,3,0,0,4,355.4,355.4,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,wallet,5
BAQoF8rspQ42ZTMwb6ABpVXV7FLsB74qa4hQiPXFkufK,9,2,5.0,2.5,21,3,0,0,1,352.8,352.8,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,wallet,4
EfW9hozVTWAMGuaGQ6ynZRjx7GVNo4oz9kt1rB8s6TKk,231,11,50.0,4.55,22,6,0,0,5,337.2,337.2,0.0,1.95,0.0,0.0,0.0,1.0869565217391304,0.0,0.0,wallet,85
27PY38sG6NkQZt2Lf3tWrByZHXpSgUynmxwC2eQ9dZRs,322,2,2.0,1.0,4,3,0,0,2,306.8,306.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,35
EmjD5mt5P2UTXxLC7E1dqwrjy3Sq5PRkk1FPX6t5Km8P,374,1,28.0,28.0,22,4,0,0,4,1199.8,1199.8,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,wallet,375
8y4YP8kYoBtLrYdktisVF4FiZ5dz3TEPGJj9WNaGAMBa,374,1,29.0,29.0,21,4,0,0,6,1196.4,1196.4,0.0,0.0,0.0,0.0,0.0,1.0740740740740742,0.0,0.0,wallet,375
7ESaGZ8Asdh1zbFrj61g2rZiP7ZAtzAcaqAZZaaqvW1,373,1,9.0,9.0,11,3,0,0,2,602.0,602.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,unknown,375
DZJXVnCQHEmRUex8VUSxee8CizXTkv7iArwTL3kZw2M,373,1,8.0,8.0,11,3,0,0,2,598.0,598.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,unknown,375
4yfhEGS95SMqHjnjb8NpqKkicizou2VbUQdoRKfGbro,373,1,7.0,7.0,5,3,0,0,2,596.0,596.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,unknown,375
A14irV5DQzibPVcUMNKUJZa6vLNo1Y3eVPm9yrn5RmF2,373,1,13.0,13.0,12,3,0,0,2,580.0,580.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,unknown,375
5RUbFemkWozqmsFvnQmNU7qnChbbwAn9nLY1ySfh2TXd,247,16,96.0,6.0,22,4,0,0,5,1409.1,1409.1,0.0,0.0,0.0,0.0,0.0,1.352112676056338,0.0,0.0,unknown,14
Ek2o64SbxvU6VFYbTA1SSwud3x7n4UV5mhK5iTYJoBCG,48,2,5.0,2.5,8,4,0,0,4,537.0,537.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,unknown,48
CcHDqzVE1FgZdTWabbAue6JDBYyiQLJMfZwAPbzKan6m,358,15,47.0,3.13,22,6,0,0,12,1569.8,1569.8,0.0,308.33,0.0,0.0,0.0,1.0444444444444445,0.0,0.0,wallet,21
F6Rt2mBw8ny2brLHVUAkVsWPLRm3q37s5KqH1QujWonP,174,4,9.0,2.25,7,4,0,0,5,843.5,843.5,0.0,0.1,0.0,0.0,0.0,1.5,0.0,0.0,wallet,24
3YjpejNsMVCq5vUKXCvKKdpS1EgM2Zre3PvVFZxRYuBg,181,13,30.0,2.31,3,2,0,0,3,146.9,146.9,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,unknown,86
4ABfa8ssLJ7YSDYK2Vb4xL9Qs6qtkDKATJ7QwRhgeddr,374,1,29.0,29.0,22,4,0,0,7,1001.6,1001.6,0.0,0.0,0.0,0.0,0.0,1.0740740740740742,0.0,0.0,wallet,375
4oGQUnpVfievB5yL1caNmaUAwAAdLPaT7cyYzCgRRTCF,374,1,16.0,16.0,22,3,0,0,3,602.2,602.2,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,wallet,375
8QqtJps8KNXB789bv1Yu1mGWE3ZajZXksiivEwaLVjVz,1045,2,2.0,1.0,3,3,0,0,2,389.0,389.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1046
DS9yBvE2XEQUHb48zDefSRvMJ57xt4VN4ZD6syWNQoTe,1045,2,2.0,1.0,3,3,0,0,2,387.6,387.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1046
AMty1p2AesMiL81avgYtFCRmbPWEs7Lrpfy7vfNib4Zx,1093,1,2.0,2.0,3,3,0,0,2,363.6,363.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1095
4t1w4R6rPmyfUSUrX8TqBs9TLC8ZbRwyzDE5sWRSZ8vx,838,2,4.0,2.0,21,3,0,0,2,306.8,306.8,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,wallet,324
CPAshMzn4tgE6mxjWpuMNPDRSmuqwTtERqouR8mvP6vU,1050,1,2.0,2.0,3,3,0,0,2,263.0,263.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1052
3K5uBUDvfMtF4UZwDj4oJcuEfgycT2ExbDKvo8zwwKgL,300,1,2.0,2.0,4,3,0,0,2,254.4,254.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,wallet,301
7oFFgAgLWCQBieEKVba6VHLqdSuNoxKqHZyje2YdT5kJ,1046,1,2.0,2.0,3,3,0,0,2,252.0,252.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1048
FzUQwrzjLoPYB8dR4HYU9AYCxaRpVyv4owM5KqmGWgaX,68,26,185.0,7.12,23,37,0,0,45,598.0,598.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,0.0,0.0,unknown,12
7RjsTNwoSRRksGNbywACf83mCDSNUH6c2VjRdHYgaj3x,397,51,730.0,14.31,24,37,0,0,13,865.8,865.8,0.0,0.0,0.0,0.0,0.0,1.254295532646048,0.0,0.0,wallet,1
79BWcMXPdNtLoasdU2u3Aj4D5AwGPTWJGHHeUzt2To9J,41,31,1000.0,32.26,23,18,0,0,43,264.2,264.2,0.0,35.29,0.0,0.0,0.0,1.106194690265487,0.0,0.0,wallet,3
ARwCYJSfnDk1iGuDN92yGTRP5ayQcTQPWPJsyhh3mrek,48,2,7.0,3.5,22,4,0,0,3,2366.0,2366.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,unknown,48
Dk3xi8aWyCjZNfQHnU1wAAdFzfMR74n9dZMCKFGZYF34,374,1,16.0,16.0,22,3,0,0,4,580.0,580.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,wallet,375
3aBegs9n1zhMtyXTvZe4JFRGLc779NLkAYJtu58p3nbf,374,1,14.0,14.0,12,3,0,0,4,576.0,576.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,unknown,375
4mxaKZnMPcaFioQub2t5kX6MbS16UnFBTCvzJunxf21x,1047,1,2.0,2.0,3,3,0,0,2,570.0,570.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1048
8wEhi9kmQwheKZt29KiTfKbfHArQbtKS4YroKevUCADg,374,1,16.0,16.0,22,3,0,0,3,554.0,554.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0.0,0.0,wallet,375
5mUHHFBWkxETZnJ9KdEWh6kGCKG3EvzQThgaqYi5nxSo,1052,1,2.0,2.0,3,3,0,0,2,510.0,510.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1053
AU74cVZHkk5j1DXjcNFCua9CHxWHJyKty6NiJZEJW5gB,1053,1,2.0,2.0,3,3,0,0,2,510.0,510.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1054
FbUFS8YmREXsp1W2EE871EoL4iqfurNCj57HcytRHMZX,1,1,6.0,6.0,7,3,0,0,3,759.2,759.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,wallet,3
t3t6A7rA3L5nSgjo4C5rex2Rnr2kqhmUkDPCWrff5eN,1,1,9.0,9.0,20,3,0,0,4,758.4,758.4,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,wallet,3
BZiS2truFnt3jzfksTZG25V7rZhC4Mwna9BYE3yQmxom,1085,14,28.0,2.0,23,7,0,0,7,957.6,957.6,0.0,0.01,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,wallet,116
CUKTSp2D7YeGLNg8AQWCBS9LijLXN5rTvAV3thaptXk8,4,1,7.0,7.0,21,3,0,0,4,699.8,699.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,wallet,6
DG1dx4vR81RU2gThhjU5LZvPCPphVtKNrSRHyfGMVtXr,99,3,31.0,10.33,21,11,0,0,3,253.4,253.4,0.0,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,wallet,94
CMNkhXCdUXKr2qeuvTm4tZV6m3TeyfmTVhZpDVQCK7Wn,373,1,8.0,8.0,11,3,0,0,2,560.0,560.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,unknown,375
6xwv9Sz18YBMTBB2RiMNAe5eMKPi3rS3Saw8BEMiGMWy,373,1,7.0,7.0,4,3,0,0,2,554.0,554.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,unknown,375
9XrPabxrQ73nmwJjgg1b1DhNJwmzXxdVZv1AT9Q5fnLS,1052,4,9.0,2.25,3,7,0,0,6,2356.2,2356.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,unknown,1048
J3NLQv4AR2tPPn49foB9tquodaq9VVkkSpYsMqY5AWEc,11,2,2.0,1.0,7,3,0,0,2,474.2,474.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,11
EhnSyexdeTEdYxp7DvYgMWU29mZCLUuynHAdd3wkCQxH,11,2,2.0,1.0,7,3,0,0,2,473.8,473.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,11
HxnXJidZJZmbPrg27wyAV76MfjTtMAJC4BeshwG66mmM,189,120,1000.0,8.33,3,6,0,0,7,8028.9,8028.9,0.0,0.0,0.0,0.0,0.0,2.6246719160104988,0.0,0.0,unknown,32
5k4QLogRYu7GLgJ7EG25X1GUMVu5fL2LNjNrPXzNRbfU,78,2,4.0,2.0,6,4,0,0,2,1911.6,1911.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,30
GitFkx3ha2ME5Y3qoKEdWycADFo6MZbxaXmTpCFYVtyB,54,1,5.0,5.0,3,2,0,0,1,597.7,597.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,unknown,56
8qtr8jjfo5BAGf75x7jNF7uYFM9VT5uE7fTSFvirgWVa,56,4,27.0,6.75,7,3,0,0,3,1033.4,1033.4,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,unknown,55
53NuT3tAtABXLhvEuHwZuqsn617sxMrEKRQgvnjyKp6a,65,49,1000.0,20.41,23,5,0,0,13,76094.2,76094.2,0.0,0.0,0.0,0.0,0.0,1.2642225031605565,0.0,0.0,wallet,17
6qjtGFAqtJBPartUV2jKG1oCePyxanqJMGMQ6KZms56u,42,1,5.0,5.0,4,2,0,0,1,77271.0,77271.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,unknown,55
6E6NkzadVCVUFk4DQqcj5RnoQdS13KYU9p6p1MJaY8Ba,6,2,26.0,13.0,4,3,0,0,5,3596.0,3596.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,19
6QJvyBYND3YzcV45tuiH9tn2zBWrKrqEQy6gEqbeH56u,182,12,27.0,2.25,3,2,0,0,3,139828.2,139828.2,0.0,0.0,0.0,0.0,0.0,3.857142857142857,0.0,0.0,unknown,63
3GdZmwrii47ZM5GpaxXuyotV8SS3Fi6cKCuvDL9pWW2U,42,1,5.0,5.0,4,2,0,0,1,77271.0,77271.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,unknown,55
8cpAJvMD1UsnxHd5z7VRvzukEJ1uDb7xe8nRT7hFHo5b,1053,1,2.0,2.0,3,3,0,0,2,255.0,255.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1054
9QnDFrZw14p6VUdUGu7b9mccUDjQoGHfkyWR6Gupd8BA,616,23,94.0,4.09,22,9,0,0,13,194.5,194.5,0.0,0.0,0.0,0.0,0.0,1.3428571428571427,0.0,0.0,wallet,14
9C8qWp65YhwJN151SWUSiySaszNfcY6UCBmSuraTsoMU,241,26,113.0,4.35,24,5,0,0,4,632.0,632.0,0.0,0.0,0.0,0.0,0.0,1.6376811594202898,0.0,0.0,wallet,6
97yomxzarQygY1eop6WfLAPr89Fyp39v4MwnRJdJF7Vk,634,14,66.0,4.71,22,5,0,0,8,207.0,207.0,0.0,0.0,0.0,0.0,0.0,1.2941176470588236,0.0,0.0,wallet,14
BZyXN3dK6WfmR87SXtJd9aH6jCHMbq4mfM6JWzm69kjo,550,3,14.0,4.67,20,8,0,0,7,107.8,107.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,wallet,234
BSKjnVTCcnr3Kfmtw9HDB1pppQWoPmcs43MPwkDUgTdz,57,45,616.0,13.69,23,14,0,0,26,430.7,430.7,0.0,0.0,0.0,0.0,0.0,1.2270916334661357,0.0,0.0,wallet,1
234DBZCyPTWR67mHcTR1trVSJSuccuTQYqqvNCJfqy3j,42,1,5.0,5.0,3,2,0,0,1,5145.9,5145.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,unknown,55
HxSZHTuLDhZYHGzcktQUr9a8a7giTjYRCe58iwTZG664,165,12,24.0,2.0,3,2,0,0,3,174379.0,174379.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,unknown,50
Aih8QtvpBWDEGuRo46iip6igjvzPS7WDonUhxTMYuBdt,3,1,2.0,2.0,7,3,0,0,2,150.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,16
AeGk7bvJLZtoFz6HvFbcNGbHgopQzqt9wgKgsUU9LEca,7,1,3.0,3.0,4,3,0,0,2,1114.0,1114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,20
RB6ydYwWVhoYgfkMYv388a6rBGGW9bnAPRSEHqQLc7T,383,125,1000.0,8.0,23,35,0,0,2,622.4,622.4,0.0,0.0,0.0,0.0,0.0,1.3605442176870748,0.0,0.0,wallet,3
ENMZviGXLn1vMLzwhDuRWgpLToShtieuBSiSc2CjALN3,187,42,148.0,3.52,3,36,0,0,27,45632.0,45632.0,0.0,0.0,0.0,0.0,0.0,3.217391304347826,0.0,0.0,unknown,32
4EsJsmg8LfVYtiJfmWmV6PEMvSJSYG7MuX8ZqNUc11T9,193,28,72.0,2.57,3,14,0,0,14,3274.4,3274.4,0.0,0.0,0.0,0.0,0.0,3.789473684210526,0.0,0.0,unknown,56
57HjxPfQmykMGfWDhUixAXHm56txU4GL1wdXssojygNw,198,38,109.0,2.87,3,12,0,0,11,6190.9,6190.9,0.0,0.0,0.0,0.0,0.0,3.40625,0.0,0.0,wallet,39
GhMn1tVcuodZjB49KyiGTr7atKUwx2eZxkg6NwcmAqND,121,3,31.0,10.33,21,11,0,0,6,319.0,319.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,wallet,102
7X5RzYWMQ2waQurNBW3xPLj3yfGhCE2z9fcoH31eAHeS,377,65,1000.0,15.38,23,22,0,0,21,1153.4,1153.4,0.0,0.0,0.0,0.0,0.0,1.2515644555694618,0.0,0.0,wallet,1
CgBbrjMnThr9cyZH4Hwjm5Kxah88jVq5Poe4Ge63Ein9,478,5,26.0,5.2,20,6,0,0,6,264.6,264.6,0.0,0.0,0.0,0.0,0.0,1.5294117647058822,0.0,0.0,wallet,77
5dAvFTXuGBwKq2oQzNiG5J4w9bHokyu4eUGRbTS6jMD1,12,1,12.0,12.0,4,3,0,0,5,254.0,254.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,wallet,17
F46gcR9MMfWqcnYGSeSss9mQwVpzeJNWkvFsen4zR6pb,159,7,21.0,3.0,3,5,0,0,4,176.5,176.5,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,unknown,80
9erCJXYqiu5XLCRDTnyGkBPHT896vgWGSHePBnDVyXhF,117,1,8.0,8.0,3,3,0,0,3,10863.0,10863.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,unknown,123
