Wallet,Age_Days,Days_Active,Total_Tx,Avg_Tx_Day,max_addresses,addr_nghbor,Tokens_Traded,Token_Counterparties,SOL_Counterparties,SOL_In,SOL_Out,Net_SOL_Transfer,SOL_Balance,USD_In,USD_Out,USD Balance,Gas_Paid_By_Others,Gap_Top4_Hrs,Gap_Others_Hrs,owner,days_since_last_sig
5dMJ4Z6WqL1VvKCMTd6GBke1B5oaDejVGDzKivR7TK9q,704,4,14.0,3.5,14,6,0,0,5,52.0,52.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,unknown,704.0
GoksyziXjGQkGcctAqmmdnTqzwYyxWru8vaDF5atgxCL,696,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,699.0
83NWsq7TmBu4pkzxnCJpXzhtE1fxtJdtdMhdUiaiVygt,19,21,504.0,24.0,22,115,0,0,204,1712.3,1712.3,0.0,0.0,0.0,0.0,0.0,1.9384615384615385,0.0,0.0,wallet,-1.0
9BQbTvb9W3LVZ5pyhc3pHFemF1MASPddtSyeUoq9YPa,266,5,39.0,7.8,26,9,2,0,5,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.1470588235294117,0.01,0.0,unknown,212.0
ErZjY2Wiz3ecsFRf3JhBZeGaN82ueopfdo2QQBtZ5a5B,41,1,2.0,2.0,4,2,0,0,2,29.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,44.0
ErzhN87QfJZ2yafVbPBQ8WG5VpqEPEQjZ63aPo9cra5b,54,3,5.0,1.67,4,2,0,0,3,26.1,26.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,unknown,48.0
ErZzdVt1nyNdUioD9s73qWPtKURWp3JEVjLS6ahRxa5B,41,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,44.0
J75LbW7DmEqQZLjC1AG85gAW4YVMzmo6bQW9FqFGDyFN,184,5,8.0,1.6,3,4,0,0,3,18.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,unknown,146.0
2YQXrWXHK2yi1WbQ4Hinn1FLfw8bVaciaHjmGtTL2M7X,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,wallet,755.0
CQAksZfbu68EnGRVbNo4knmwownzGB5VNGztYSa7sHLX,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,311.0
BYdDH1JUCeUpMs8CwGDZpp715hdk1dFFHsH6FJST3SWC,708,127,426.0,3.35,22,21,1,0,32,573.8,573.8,0.0,0.0,0.0,15491.72,0.0,1.2241379310344829,11406.16,0.0,unknown,5.0
HRC6LScmZWVxRZ53NS8pYxWihRzKKyMX4Spt9pXown9S,490,5,11.0,2.2,21,4,0,0,5,25.7,25.7,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,wallet,13.0
9r5CfpXYxsopr8Z9s7QHALQ4kDnHFVQrTcnDTtV9kzA5,13,1,9.0,9.0,4,3,0,0,4,20.2,20.2,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,wallet,16.0
BbkopJ45h3s2EUb5Z2VbZrZmmdGQnpzkhuFFsDXK995s,1086,1,2.0,2.0,4,3,0,0,2,20.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1089.0
BFXV53Btvgrt4eg6K1NJ1DHaJRuHMpdrXXCZZWDTJh74,1416,15,34.0,2.27,22,8,0,0,9,1003.1,1003.1,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.0,0.0,unknown,311.0
3dkjoFQ983cjHthBvo9f9JnfBKX5FAxBS83Xez432tvw,701,4,13.0,3.25,20,3,1,1,3,51.0,51.0,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,0.02,0.0,unknown,311.0
DDcmq48JCoxdAVhjQ2dbuhFXoqp7HbzjTvy6KaRzpRmi,751,15,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,539.0
DH1XzFrzn5tah9VuoayyKqggt6oxQUEMVfFpjjvVeKuq,15,2,2.0,1.0,4,3,0,0,2,20.0,20.0,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,wallet,17.0
DH68gjFgiCRUDDRuMYkkPnqcrJ3AwrSn6mq9BDEojSdD,15,1,11.0,11.0,4,3,0,0,4,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,unknown,17.0
6TLPwZfMwS5FpgpMLn6wh9cNBdDEQGyC9EStU82YVpP8,32,33,526.0,15.94,22,6,24,3,10,225.2,225.2,0.0,0.0,0.0,0.0,0.0,1.7651006711409396,745.16,504.9,unknown,0.0
GFA6WDCUTXG2upRoHF5rDN267MfKJh84ozAGAzGeVkrw,15,1,7.0,7.0,4,3,0,0,4,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,unknown,18.0
G8braPWpFYAY4YckBkGJXMS5b6cNYuD4DnfeiGjYQfQA,233,10,20.0,2.0,21,4,0,0,3,34.2,34.2,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,unknown,13.0
5wayvX87C5PXznXbZqMbmABNTgzcoRgd9v1D2piqW6gL,699,4,21.0,5.25,40,13,3,0,4,160.8,160.8,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,103.81,0.0,unknown,684.0
8KNs1bcpZKxXSooHbte8pwCwxSdkfKtEbjUoYrZ6DmfX,1670,4,3.0,0.75,14,3,0,0,2,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,628.0
J2AcysKHp2PYEMaV75nDXTgk3K4xNPZDD5KDDcwKPEbA,1684,3,1.0,0.33,3,2,0,0,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,628.0
Hxiu9RnBkVXZ5Whc7LxsYzCgtYZMFGVaoyfehP5Dph5X,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,35.0
CZ2R74BnKNHhjVw83jPV1FRx1CUvZjaz5DGMUS5tK4Aj,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,60.0,0.0,0.0,539955.06,0.0,0.0,0.0,wallet,0.0
DEzqTbCKUKGcXH1R88uAx1gYLD44wHv8SkTcm9m9Xn6Y,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,749.46,0.0,0.0,62272.76,0.0,0.0,0.0,unknown,0.0
Afa7qVMygTQqLAP9C9FqF7MjZ3pHTg864F1fGDjhAxcZ,142,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,142.0
6HrS6JXqW2FFTdLM5TGyVkiFCmdmmHdKJnxJqgYCKkST,16,1,3.0,3.0,4,3,0,0,2,19.6,19.6,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,19.0
GhEApgN5Ns8FCSRtqY5qfMAxcjMmKMqos8HMf5DnDAQ8,17,1,3.0,3.0,4,3,0,0,3,19.6,19.6,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,20.0
2GmidoRwmdmPkDWBTKBNv48e8QwdMJktwcBCN8nZjg8E,260,20,450.0,22.5,54,38,67,1,11,36.4,36.4,0.0,0.0,0.0,0.0,0.0,1.69811320754717,1170.44,11.46,unknown,74.0
AohTBsF8R4ZLnBaQCBCaLrnx4xzrHCazEmdTxjv5q3AZ,379,2,4.0,2.0,22,3,0,0,1,9.9,9.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,311.0
D5nFA2ECa7VRjQQWN5ubqhqJ5Zw64eyBTPDvAzuz6LrY,73,25,45.0,1.8,21,11,0,0,12,25.8,25.8,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,unknown,14.0
5v1jsbK65L1CUbrjujpMhczQTfj3qGLKwfuY79GkgdGb,11,1,9.0,9.0,4,3,0,0,3,19.6,19.6,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,unknown,14.0
Aq5ahuyAC1mkc31vcvg7UXP7o1om1KWFtmJ8V4BhGNp8,244,3,14.0,4.67,22,3,0,0,2,16.3,16.3,0.0,0.1,0.0,0.0,0.0,1.4,0.0,0.0,wallet,243.0
ArP1Zqq3tLg3G7jV3wBFYHK8DefSFAf5Eka24bJcuaMX,241,13,62.0,4.77,23,5,1,0,8,315.5,315.5,0.0,0.0,0.0,3150.89,0.0,1.1923076923076923,214.82,0.0,unknown,5.0
8rT1QhtfZ5gqPBRkCzMeiBnAGxmc6wX2AfkeD5S6oajo,24,1,3.0,3.0,23,2,0,0,2,9.7,9.7,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,27.0
HU9TH1HH9FJfGrXtxtaQu8cSypMWwg4WmQjjYqHqBJUG,139,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,142.0
EQMqx9baSUS51w1WSenktHj32VaqgrWvgdqpdQfXEc2i,141,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,144.0
3VP3V8PrgbhpP6ZqFAajLu289WhZL7iXv3zk86yQ6ueo,57,13,23.0,1.77,20,3,0,0,2,62.6,62.6,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,0.0,0.0,unknown,21.0
8ZeEiF67efBy1QaF2FyriZxTxWvKG6yNMotZ8DRD3JV6,15,1,3.0,3.0,4,3,0,0,2,19.2,19.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,18.0
E9LpLt9wkKdeXSdPhg34MXwZ5aE8q2d6JzehfH6T8MEC,378,2,3.0,1.5,7,3,0,0,2,9.6,9.6,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,unknown,311.0
CzdmoqnwBpM7RxcNtsVPWHsCzEW8dXGyVdiAK1jv6FrH,12,1,2.0,2.0,7,3,0,0,2,19.2,19.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,15.0
CXWm1kD9jXiwy9acFwcq4VW4CGksK5xZGYkBU1PxXrBd,1086,14,33.0,2.36,22,24,0,0,8,127.3,127.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,13.0
E122NhrQ9yKyyLDNo4njEgCGWwNQbXm8qsP3LgMsYLeX,564,53,210.0,3.96,22,13,0,0,17,450.3,450.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,10.0
DaPeWbTmCEA4xWNFBv434w2XNZWoaBuqs42qcKXCLSYW,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,0.0
A8TdzjwQ45ikaKsZMfu2tTt98E1isC1nb2WUiRb7KXaP,1480,17,15.0,0.88,15,5,2,1,4,27.8,27.8,0.0,0.0,0.0,0.0,0.0,1.25,157.26,0.0,unknown,628.0
75XAf3AUpSrTqSa9qFjG8rhfuwmQnFG9DyxwgGaZDSUb,855,11,63.0,5.73,22,11,0,0,8,128.0,128.0,0.0,0.0,0.0,0.0,0.0,1.1454545454545455,0.0,0.0,unknown,16.0
AtJsqA3AMskXmYVoRWFXqho3CfKrgrF2X5N4UUouHheS,142,2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,142.0
7JZtbu1B6TtVHGptoPq9azNHhgmMV3ZEzKu5VdbK8GC1,435,10,19.0,1.9,12,7,1,0,6,93.6,93.6,0.0,0.0,0.0,0.0,0.0,1.4615384615384617,0.0,0.0,wallet,14.0
AguX1MG474CtMej9XocKQ77RbioxAtrpbyDX13SrSAja,1170,1,2.0,2.0,3,3,0,0,2,18.8,18.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,1173.0
DhcmEgkMzVx1KanNFrzNYg9tGMHsVDWBPsV389PqmwdM,14,1,2.0,2.0,3,3,0,0,2,18.8,18.8,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,unknown,17.0
5rXe38MnCgiLyU3JM4fYyEANRP2L2H42VCutfeXJtwHe,131,1,2.0,2.0,4,3,0,0,2,18.9,18.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,133.0
H1CrAKpGexiUUwFvzTej15bQ5Sdk8bfZpR9v47DPmWUU,188,160,513.0,3.21,23,83,2,2,39,561.3,561.3,0.0,0.0,0.0,3870.47,0.0,1.2889447236180904,2759.63,0.0,unknown,0.0
3WdBTu6DQkVdV5pAcymhfYhXjTvJb5zt9r9PSgsVd88N,436,147,391.0,2.66,23,10,1,2,18,257.1,257.1,0.0,0.0,0.0,0.0,0.0,1.3299319727891157,4109.0,0.0,unknown,0.0
E4zxXiApX4CDQMvVdKDTiv7jdKcthieJXBH9mukpEnNe,34,10,18.0,1.8,21,10,0,0,7,24.0,24.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,wallet,0.0
CLMbSFh4UDoiwsx92oYAVMPjL9oykTjtBKdTnHyu72Et,457,30,141.0,4.7,22,11,0,0,11,115.7,115.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,unknown,13.0
4ZzAP1MzJpPBGDNemU5kBYzNwAzfRZ7UQevmHbhPxUEA,442,29,72.0,2.48,22,10,0,0,14,75.0,75.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,0.0,0.0,wallet,14.0
AfFtd9HPZY1guDbivgWVLLn1DzxDU6Mq2MC5CTscGaW7,115,7,21.0,3.0,23,4,2,0,3,72.1,72.1,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,wallet,3.0
SSMjTbkPGzw2xMmfTAYKtZ8HT4HFvrzceiD8J6kQpbY,748,28,64.0,2.29,23,10,0,0,9,75.9,75.9,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,unknown,1.0
2cL4Va2R9WmtEQATQNfBYtTRqtMCKDjNaywbXwd25UoN,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,3.0
ExxhFrFp7u4Xsbg1VSUEbTyYCorcPUhuxvGnk1GUmses,1573,28,73.0,2.61,22,7,2,1,6,119.8,119.8,0.0,0.0,0.0,103.74,0.0,1.280701754385965,1.02,0.0,unknown,12.0
3c1AH7Am7yaJ5WaHZeHn9FuMgWofkm54d66S9USuYbcy,500,34,160.0,4.71,22,22,0,0,18,141.4,141.4,0.0,0.0,0.0,0.0,0.0,1.167883211678832,0.0,0.0,unknown,6.0
5mUbYfTuWVLA7EAQnQGzTByY3QcQYcSy76hcPgijzXz9,377,2,4.0,2.0,20,2,0,0,2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,unknown,311.0
ENJYsuRJwcUFcGUXBKBiy3xoFDA75KM6rGJAByqVaGNF,37,38,497.0,13.08,22,86,1,0,111,1446.0,1446.0,0.0,2235.73,0.0,0.0,81.54,1.6904761904761905,0.0,0.0,unknown,0.0
EmmPTH8y3yz1wcqgRGuanrj6yS2ZvJm9U8qyiDENRiPp,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,1.0
2PeJrFYCh55b1Ld8aRTB55eb5md2PB2mriBTbuzCzt6K,35,1,8.0,8.0,37,9,2,0,2,32.8,32.8,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,4.87,0.0,wallet,38.0
BKZR54v9BFquL1rm4ZL1RF9VovzNQp1rJs6zvgmJjG5a,18,1,4.0,4.0,4,3,0,0,3,18.2,18.2,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,unknown,21.0
2EM6hcf3LQjEXxePAgtgFhW7CjFnoTJhwPDspKXLKUum,194,1,5.0,5.0,20,4,0,0,4,295.0,295.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wallet,196.0
DNaDhLirdGVbvsLpd1hMeMAxnYt7B99UPTdrw9oAVAR6,229,86,625.0,7.27,64,159,102,0,50,787.7,787.7,0.0,1.12,0.01,3100.0,0.0,1.7313019390581716,4903.08,559.29,wallet,3.0
GDgVp2GZz6MCMtNkPbZQafJrCCyAF5Yecmnw1kB4nQ6t,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,7.0
DHbx6cSyVBSx2qZfNqYf1FG9UHQzfAkRoCsC9DnRCmja,16,14,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,wallet,0.0
J4NwAFdiBog32QeEVrFVCTQorAq8tb7DJwTqodyCJGau,627,4,19.0,4.75,26,2,5,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,36.33,0.0,unknown,627.0
4LESQT45XRfo8MP4Jd8ZYDFg8VHkjGvPNzJN4LB9b9Rm,668,95,496.0,5.22,38,59,149,0,11,441.4,441.4,0.0,0.0,0.0,877.11,0.0,2.610526315789474,2012.48,48.39,unknown,392.0
7Wzqp4t8FyHh5aYCeNC1QKtMkb4jSNzXgTRVe62vGNBW,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,0.0
ACNjgdqAsuZprebC3SAV4qgXi6nSsgV2f8KDVduE4U6u,242,43,517.0,12.02,30,45,24,0,22,79.0,79.0,0.0,0.0,0.0,0.0,0.0,1.3463541666666667,99.42,0.06,unknown,93.0
ETxK1bvjh9nAE2MefNztgCxCrttRx7z58fanjANiJpHp,238,34,505.0,14.85,33,65,48,1,8,52.4,52.4,0.0,0.0,0.0,964.28,0.0,1.9423076923076923,697.08,1.86,unknown,131.0
DEGvthXBYi1vpRxmANBGjUerEJDjnLHibhF4UyhyFNPh,303,12,117.0,9.75,36,19,15,0,6,73.1,73.1,0.0,0.0,0.0,1400.0,0.0,1.8571428571428568,499.99,0.02,unknown,89.0
6yjM5aYKQ4rh7sDQksFpcd3jpQFgjvRZL9ocxCKQJXfY,77,29,246.0,8.48,53,75,29,1,17,136.9,136.9,0.0,2.31,0.0,0.0,0.0,2.0847457627118646,1313.09,10.35,unknown,2.0
Hdoh5GmSVvLqcNtyprPBDN39z5jczUVjqT2gXRbNeK9c,724,6,9.0,1.5,11,3,1,1,2,14.1,14.1,0.0,0.0,0.0,0.0,0.0,1.5,36.37,0.0,unknown,705.0
Bv4H48He2F7oLBXHb5kw6KNP5dgr1QVUM69qjx6FcZtf,734,51,219.0,4.29,46,31,7,0,8,177.4,177.4,0.0,0.01,0.0,0.0,0.0,1.244318181818182,7095.9,142.06,wallet,11.0
AwrtYF3dqCvh3RaU6sobgRBkuGWHp2AZDZ18jWoPeyi9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,191.0
Fdwyn7zqMBNeCSn6mFUZF7QeiM9sAv8EBLVzdPjVmkob,138,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,141.0
38W9NcTMjjHRNKskFrtzFcRtp144pw6wVKaVAgReEv7o,693,26,87.0,3.35,22,21,1,0,12,531.0,531.0,0.0,0.0,0.0,27768.03,0.0,1.1917808219178083,5831.02,0.0,wallet,276.0
Cnm7TQA7pkMrfiGXStrMRZ9oVLrsZB7eYtQCoB71Daso,1171,149,508.0,3.41,24,102,0,0,104,884.2,884.2,0.0,0.0,0.0,0.0,0.0,1.1732101616628174,0.0,0.0,wallet,5.0
5p2QFRHmj8ZvSniHRwxG4faNvjiAbnKdB5YUYyb8PYAF,550,57,137.0,2.4,22,7,0,0,14,137.0,137.0,0.0,0.0,0.0,0.0,0.0,1.2342342342342345,0.0,0.0,unknown,0.0
81R7sAPXeVWVcusJza1ESYkjdpT1j7iQAhRfW5UWE4J6,504,9,42.0,4.67,22,4,0,0,4,136.6,136.6,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,unknown,311.0
6gJgkmNJpK6FDcvZ2nUxj38MyNvPeo8yzqc1rf9hPD69,488,40,119.0,2.98,22,8,1,0,15,20.1,20.1,0.0,0.0,0.0,33716.4,0.0,1.2526315789473683,11671.02,0.0,unknown,0.0
GmfckM7TH8eA2p4zKEfWgRtcpGr5ejUN1BBPe2Ge7UaR,17,1,7.0,7.0,4,3,0,0,3,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,unknown,20.0
3cszjcB3AK6upUg12q8DEzJq7WtNF49yqx7Y7TwNjsBb,859,48,145.0,3.02,22,5,0,0,6,235.9,235.9,0.0,0.0,0.0,0.0,0.0,1.3302752293577982,0.0,0.0,unknown,311.0
CgH1fRR4RxuS6UcvYM6eE97DheBDhxvMex3R9vRUrNso,13,1,7.0,7.0,4,3,0,0,2,35.9,35.9,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,unknown,16.0
5CmnYMmt1BKKt9rY6nH6bpUyx1RWtgCcjsE9GKujYxeM,28,1,8.0,8.0,22,3,0,0,3,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,unknown,31.0
CvzkkQjjUu45b1Y3MwWksT2GVLFDL4HnWLGHsb4ePFpM,187,2,5.0,2.5,12,2,0,0,2,21.6,21.6,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,wallet,16.0
22R7Hvhjz4TvUWzrwxKsRTqKZeZqQwb9TCXr2KkgmLHF,869,2,4.0,2.0,13,4,1,0,0,0.0,0.0,0.0,0.0,0.0,699.73,0.0,1.0,58.97,0.0,unknown,870.0
Cuxv4oSDCw78kKxPwoZncoDxMDK1zHnWNXxPxthzbK63,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,2.0
CjcqcyE6ve9kX1iapWFReL4QHpiPemchUQAvaH5aXdtg,373,88,501.0,5.69,28,64,1,0,92,2107.7,2107.7,0.0,0.0,0.0,18667.07,0.0,1.1570438799076213,623.51,0.0,wallet,2.0
CEKZQuGYuUA2DHAqEuQwpzF5hFyGNTYUm1NYAR5n5aXM,325,4,21.0,5.25,22,6,0,0,4,23.9,23.9,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,0.0,0.0,wallet,14.0
Gq1Ze9q7FNRPzRwF2rrgNS2Dr19eGNKkqiv3EWg31JG1,16,1,2.0,2.0,8,5,0,0,2,19.1,19.1,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,unknown,19.0
dwN66wSsktYCbTUCDdF9drMv4YaE41qHUPb92ahZ755,15,4,6.0,1.5,4,3,0,0,2,53.6,53.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,wallet,4.0
HYQ4ro1rqNuKDZih7sYJR4pXg2hkhhfdkHBb22pJEPTf,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,15.0
88NgHfKJhQzJbDvGPtVXPDqDNxiriaaLteranNRAgrAe,116,21,63.0,3.0,22,4,0,0,7,156.7,156.7,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,0.0,0.0,unknown,3.0
5mXRwa9DoGHdPYnngqBQhYWwXtFUpXTQSz1JXwsXTfsU,760,72,174.0,2.42,23,16,0,0,16,171.6,171.6,0.0,0.0,0.0,0.0,0.0,1.2608695652173914,0.0,0.0,unknown,0.0
64qUinUZ4N9N7Fo53UFEVq11FTWesGJdwNwJUh8fATtL,14,1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet,17.0
HDVYgLU6b55hzLKV8DTCheXk8NYJSaxVs6X3psoRLgvY,509,123,531.0,4.32,23,128,1,0,110,920.1,920.1,0.0,0.0,0.0,0.0,0.0,1.2068181818181818,0.0,0.0,wallet,5.0
DkN6sYUbNdEzxqQb7PKXGmMoWuY4uPfJeE2XzPUbtpNg,409,121,278.0,2.3,23,18,1,0,20,203.4,203.4,0.0,0.0,0.0,460.0,0.0,1.5977011494252873,40.27,0.0,unknown,0.0
GRuRfDwhVGXAPAPPZbB6Ji5cB9jiyNaHNqdJBC7ECFoU,898,145,401.0,2.77,22,8,0,0,16,318.8,318.8,0.0,5.2,0.0,0.0,0.0,1.0837837837837838,0.0,0.0,wallet,0.0
5mrrJeTkSotFBwK75YHHmR1HCdY929i6ApvziZhsP8YU,780,65,116.0,1.78,23,14,0,0,17,35.7,35.7,0.0,0.0,0.0,0.0,0.0,1.2473118279569892,0.0,0.0,wallet,6.0
GbTQdV7NwToDTAred6ioqu9Cz4PahgZdx1XyS8C9Auub,133,27,80.0,2.96,22,17,0,0,19,65.0,65.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,wallet,9.0
3atjLCwCGF2KAPCnL2U7NAY7WMRAkxtyNqaS6s9Bom6z,674,16,77.0,4.81,21,15,1,0,11,203.6,203.6,0.0,0.0,0.0,0.0,0.0,1.115942028985507,0.0,0.0,wallet,20.0
6iDVKnUaUmhSdwT3Ae8vi7doteHraaBtUunyM9TqJDmt,672,51,159.0,3.12,23,13,4,1,13,195.8,195.8,0.0,0.0,0.0,0.0,0.0,1.2325581395348837,1214.72,0.0,wallet,114.0
6PJsdq4BEdGCHkXf9SD2neVjwFH3cgq8zDbsXMFaxkrL,809,83,300.0,3.61,22,9,0,0,15,923.0,923.0,0.0,0.01,0.0,0.0,0.0,1.2,0.0,0.0,unknown,3.0
CgomXgGkvGDK6dAKGDUVH8D4bHVANyaYkF8tsGjEQUJP,535,33,58.0,1.76,22,12,0,0,8,799.8,799.8,0.0,0.01,0.0,0.0,0.0,1.5263157894736843,0.0,0.0,unknown,13.0
GaTC6rJ1EodjagREZmk2eQA4uhCXsfGm2AtaaUq2xvy6,1291,26,38.0,1.46,13,13,0,0,14,39.3,39.3,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,0.0,wallet,10.0
3hsTrHFjhiYK6mndsbfWkQuNt3jMAewsHfJ5E89Nnx7K,341,37,154.0,4.16,22,5,0,0,6,99.0,99.0,0.0,0.0,0.0,0.0,0.0,1.1079136690647482,0.0,0.0,wallet,298.0
DJcKUtNDb3x41j5wHso9xJzTiCZwu9pojgWF6RmkTAp7,1118,76,251.0,3.3,23,22,1,0,30,298.1,298.1,0.0,0.0,0.0,2316.39,0.0,1.224390243902439,4104.94,0.0,unknown,19.0
5WwAHWMw6AVkGwwqky1VcX9DtodhPMPQRhBqkrGxNPsD,16,1,9.0,9.0,4,3,0,0,3,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,wallet,19.0
CuLgBcMtoEUkbehaj2RJguoKEJoheisMp3wnPrjo4LuZ,25,1,2.0,2.0,7,4,0,0,2,17.3,17.3,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,unknown,28.0
4E2ohkuPPHuQum5HyPY9AYqPC3kuLbKBCENzYfc2wJ3H,248,56,91.0,1.62,23,5,1,0,4,914.4,914.4,0.0,0.0,0.0,49.08,0.0,1.7169811320754718,0.28,0.0,unknown,3.0
